timestamp,open,high,low,close,volume,volume_quote,symbol,price_change
2024-08-22,8.2e-08,8.5e-08,8.1e-08,8.2e-08,772021625882.2522,63819.27299452742,XEN-USDT,0.0
2024-08-23,8.2e-08,9.7e-08,7.9e-08,8.3e-08,718088398981.5123,58927.78711674453,XEN-USDT,1.2195
2024-08-24,8.3e-08,9.5e-08,8.3e-08,9.1e-08,3244037610184.993,289665.23210514,XEN-USDT,9.6386
2024-08-25,9.1e-08,9.2e-08,8.4e-08,8.6e-08,3244995443979.5464,285311.124096594,XEN-USDT,-5.4945
2024-08-26,8.6e-08,8.9e-08,8.4e-08,8.7e-08,2969377813044.0,256021.91265745208,XEN-USDT,1.1628
2024-08-27,8.7e-08,8.9e-08,8.1e-08,8.2e-08,3647003963205.5166,310061.25769944984,XEN-USDT,-5.7471
2024-08-28,8.2e-08,8.2e-08,7.7e-08,7.9e-08,2648059097781.311,209887.9077542872,XEN-USDT,-3.6585
2024-08-29,7.9e-08,8.2e-08,7.6e-08,8.2e-08,2127769375900.52,167657.38773656072,XEN-USDT,3.7975
2024-08-30,8.1e-08,8.2e-08,7.6e-08,7.7e-08,3639020106803.828,283216.3255742887,XEN-USDT,-6.0976
2024-08-31,7.7e-08,8e-08,7.1e-08,7.6e-08,3358634586761.31,260568.67199532746,XEN-USDT,-1.2987
2024-09-01,7.6e-08,7.7e-08,7e-08,7.3e-08,1601738084181.8652,118711.12672820786,XEN-USDT,-3.9474
2024-09-02,7.3e-08,7.5e-08,7e-08,7.4e-08,2368623750746.7114,172116.43963220835,XEN-USDT,1.3699
2024-09-03,7.3e-08,7.6e-08,7.2e-08,7.3e-08,2301246808235.493,170921.85002115465,XEN-USDT,-1.3514
2024-09-04,7.3e-08,8.2e-08,7e-08,7.8e-08,2473185752821.342,181957.37328607033,XEN-USDT,6.8493
2024-09-05,7.8e-08,1.03e-07,7.4e-08,1.03e-07,2346405960340.377,200287.0892332089,XEN-USDT,32.0513
2024-09-06,1.04e-07,1.14e-07,8.3e-08,8.4e-08,1865981581390.2678,175600.33856697718,XEN-USDT,-18.4466
2024-09-07,8.5e-08,1e-07,7.7e-08,9.4e-08,3258488765353.066,284057.742927741,XEN-USDT,11.9048
2024-09-08,9.4e-08,1.31e-07,9.2e-08,1.27e-07,2893575297131.6855,305730.9198133954,XEN-USDT,35.1064
2024-09-09,1.27e-07,1.31e-07,1.06e-07,1.1e-07,3262262180898.764,378309.789218803,XEN-USDT,-13.3858
2024-09-10,1.09e-07,1.15e-07,9.7e-08,1.02e-07,4897226042663.577,519986.34211806976,XEN-USDT,-7.2727
2024-09-11,1.02e-07,1.11e-07,9e-08,9.2e-08,3017564010110.057,314197.8001588346,XEN-USDT,-9.8039
2024-09-12,9.2e-08,1.07e-07,9.1e-08,9.7e-08,3037770114273.936,304117.81891233486,XEN-USDT,5.4348
2024-09-13,9.8e-08,1.16e-07,9.8e-08,1.11e-07,1954108785909.6394,202898.25751333797,XEN-USDT,14.433
2024-09-14,1.1e-07,1.19e-07,1.06e-07,1.08e-07,1068163634406.71,119503.73166593252,XEN-USDT,-2.7027
2024-09-15,1.08e-07,1.14e-07,1.02e-07,1.09e-07,1574717058107.8225,169490.1059566813,XEN-USDT,0.9259
2024-09-16,1.09e-07,1.11e-07,9.6e-08,9.9e-08,3563227154941.2393,367925.0189562791,XEN-USDT,-9.1743
2024-09-17,9.9e-08,1.06e-07,9.5e-08,1.04e-07,2286253726441.4897,225619.09620061843,XEN-USDT,5.0505
2024-09-18,1.04e-07,1.07e-07,9.7e-08,9.9e-08,3035072888600.2666,304035.7163002807,XEN-USDT,-4.8077
2024-09-19,9.9e-08,1.16e-07,9.7e-08,1.1e-07,4162651022193.0884,440255.1114071524,XEN-USDT,11.1111
2024-09-20,1.1e-07,1.17e-07,1.05e-07,1.11e-07,3661123514697.223,407038.8610238042,XEN-USDT,0.9091
2024-09-21,1.11e-07,1.32e-07,1.07e-07,1.17e-07,2885799836488.2026,345824.50381529774,XEN-USDT,5.4054
2024-09-22,1.16e-07,1.25e-07,1.1e-07,1.14e-07,1405567115054.2905,163344.62040278013,XEN-USDT,-2.5641
2024-09-23,1.13e-07,1.3e-07,1.12e-07,1.14e-07,3622089288318.844,417554.0146754235,XEN-USDT,0.0
2024-09-24,1.13e-07,1.23e-07,1.12e-07,1.16e-07,1861969805666.8643,215238.84894330634,XEN-USDT,1.7544
2024-09-25,1.16e-07,1.25e-07,1.14e-07,1.2e-07,2560711873436.917,301264.28588625276,XEN-USDT,3.4483
2024-09-26,1.2e-07,1.22e-07,1.1e-07,1.12e-07,2048139891813.5574,238891.0070525937,XEN-USDT,-6.6667
2024-09-27,1.12e-07,1.21e-07,1.09e-07,1.13e-07,2384530998656.7544,272057.59533052926,XEN-USDT,0.8929
2024-09-28,1.12e-07,1.16e-07,9.2e-08,9.9e-08,2313394768956.679,237897.5736201364,XEN-USDT,-12.3894
2024-09-29,9.9e-08,1.05e-07,9.5e-08,1.03e-07,1270810290578.1746,125726.87385170913,XEN-USDT,4.0404
2024-09-30,1.03e-07,1.13e-07,9.9e-08,9.9e-08,1985473096058.8076,202486.7240085456,XEN-USDT,-3.8835
2024-10-01,9.9e-08,1.11e-07,9.1e-08,9.4e-08,2045015073707.6,205845.25208470883,XEN-USDT,-5.0505
2024-10-02,9.4e-08,9.5e-08,8.5e-08,9e-08,3654447020442.78,335035.43064034695,XEN-USDT,-4.2553
2024-10-03,9e-08,9.2e-08,8.4e-08,9e-08,2907481436102.394,256574.36160387564,XEN-USDT,0.0
2024-10-04,9e-08,9.2e-08,8.7e-08,9.2e-08,848360899185.004,76343.6743527423,XEN-USDT,2.2222
2024-10-05,9.2e-08,9.8e-08,8.8e-08,9e-08,987654059773.2047,91650.02629145945,XEN-USDT,-2.1739
2024-10-06,9.1e-08,9.5e-08,8.9e-08,9.1e-08,838290534853.1897,76206.75234032805,XEN-USDT,1.1111
2024-10-07,9e-08,9.8e-08,9e-08,9.1e-08,901203485144.9132,84180.76741975493,XEN-USDT,0.0
2024-10-08,9.1e-08,9.8e-08,8.9e-08,9.3e-08,1159176518139.87,107434.8874344246,XEN-USDT,2.1978
2024-10-09,9.3e-08,9.4e-08,8.4e-08,8.6e-08,1604506949848.7908,140069.0349145516,XEN-USDT,-7.5269
2024-10-10,8.6e-08,8.8e-08,8.4e-08,8.6e-08,810031937854.2172,69541.19047581122,XEN-USDT,0.0
2024-10-11,8.6e-08,8.7e-08,7.9e-08,8.4e-08,1534789159278.57,128501.41120554104,XEN-USDT,-2.3256
2024-10-12,8.4e-08,8.8e-08,8.3e-08,8.6e-08,998635016375.1368,85792.6313667437,XEN-USDT,2.381
2024-10-13,8.6e-08,8.7e-08,8e-08,8.5e-08,745433395874.9126,62735.11902578084,XEN-USDT,-1.1628
2024-10-14,8.5e-08,9e-08,8e-08,8.9e-08,1462211705769.3271,124447.91979827268,XEN-USDT,4.7059
2024-10-15,9e-08,9.9e-08,8.8e-08,9.1e-08,1754411981080.7085,168251.50117012407,XEN-USDT,2.2472
2024-10-16,9.1e-08,9.2e-08,8.7e-08,8.8e-08,975247893948.9703,87301.61088543321,XEN-USDT,-3.2967
2024-10-17,8.8e-08,9e-08,8.5e-08,8.7e-08,89792365033.696,7771.54913798456,XEN-USDT,-1.1364
2024-10-18,8.7e-08,8.9e-08,8.4e-08,8.8e-08,750558356905.886,64305.39565104828,XEN-USDT,1.1494
2024-10-19,8.8e-08,1.05e-07,8.6e-08,9.7e-08,1986762637468.858,187193.43051846005,XEN-USDT,10.2273
2024-10-20,9.7e-08,9.8e-08,9.1e-08,9.5e-08,1183869490993.67,112110.83416097914,XEN-USDT,-2.0619
2024-10-21,9.5e-08,9.7e-08,8.9e-08,9e-08,828822022734.0809,76615.76233912488,XEN-USDT,-5.2632
2024-10-22,9e-08,9.1e-08,8.5e-08,8.6e-08,603918998108.3091,53219.46573327704,XEN-USDT,-4.4444
2024-10-23,8.7e-08,8.9e-08,8.3e-08,8.4e-08,1877677054293.2751,161275.0648297251,XEN-USDT,-2.3256
2024-10-24,8.4e-08,8.7e-08,8.2e-08,8.5e-08,1156818968572.8838,97594.53128543198,XEN-USDT,1.1905
2024-10-25,8.5e-08,9.2e-08,8.3e-08,8.8e-08,1664830840219.3323,146089.3688324887,XEN-USDT,3.5294
2024-10-26,8.8e-08,8.8e-08,8e-08,8.4e-08,1612145455646.45,137021.6793902403,XEN-USDT,-4.5455
2024-10-27,8.4e-08,8.5e-08,8.2e-08,8.3e-08,603600270594.6871,50314.784664528015,XEN-USDT,-1.1905
2024-10-28,8.3e-08,8.3e-08,7.7e-08,7.8e-08,805866306244.14,64693.56896669698,XEN-USDT,-6.0241
2024-10-29,7.8e-08,8.6e-08,7.7e-08,8.5e-08,768602499554.6844,64219.4329212472,XEN-USDT,8.9744
2024-10-30,8.5e-08,8.7e-08,8.2e-08,8.3e-08,1838390319953.7507,155310.93970839278,XEN-USDT,-2.3529
2024-10-31,8.3e-08,8.4e-08,7.9e-08,8.1e-08,1122554726306.0586,90856.01411003657,XEN-USDT,-2.4096
2024-11-01,8e-08,8.2e-08,7.7e-08,8e-08,2369121834817.5767,187992.97354881233,XEN-USDT,-1.2346
2024-11-02,8e-08,8.1e-08,7.7e-08,7.8e-08,1725681775790.34,137411.35950686628,XEN-USDT,-2.5
2024-11-03,7.8e-08,7.9e-08,7.5e-08,7.5e-08,831854037503.3992,64569.79150304238,XEN-USDT,-3.8462
2024-11-04,7.6e-08,8e-08,7.5e-08,7.7e-08,1737969094675.98,134849.42483072146,XEN-USDT,2.6667
2024-11-05,7.8e-08,7.9e-08,7.5e-08,7.9e-08,838470951670.9017,64577.32022632581,XEN-USDT,2.5974
2024-11-06,7.9e-08,8.7e-08,7.8e-08,8.4e-08,2826397078371.353,235211.88631032285,XEN-USDT,6.3291
2024-11-07,8.3e-08,8.9e-08,8.1e-08,8.1e-08,2742641249142.6133,232415.8238748236,XEN-USDT,-3.5714
2024-11-08,8.1e-08,8.6e-08,7.9e-08,8.2e-08,1474866638121.0996,121057.31159530245,XEN-USDT,1.2346
2024-11-09,8.1e-08,8.6e-08,8e-08,8.6e-08,759961881840.3259,63278.70856391822,XEN-USDT,4.878
2024-11-10,8.6e-08,9.9e-08,8.2e-08,9.6e-08,4543355111047.167,412217.3836239091,XEN-USDT,11.6279
2024-11-11,9.6e-08,1.14e-07,9.2e-08,1.08e-07,6201856413818.621,644599.883264077,XEN-USDT,12.5
2024-11-12,1.08e-07,1.29e-07,1.03e-07,1.13e-07,6759852648979.914,799911.4767923541,XEN-USDT,4.6296
2024-11-13,1.12e-07,1.12e-07,9.1e-08,1.06e-07,7874324688096.786,813534.5469049859,XEN-USDT,-6.1947
2024-11-14,1.06e-07,1.73e-07,9.6e-08,1.45e-07,12220430634100.908,1433017.4276084148,XEN-USDT,36.7925
2024-11-15,1.47e-07,2e-07,1.29e-07,1.41e-07,6882043367525.951,1030483.0292737749,XEN-USDT,-2.7586
2024-11-16,1.4e-07,1.51e-07,1.3e-07,1.31e-07,4910044413971.69,692503.8452996523,XEN-USDT,-7.0922
2024-11-17,1.31e-07,1.49e-07,1.27e-07,1.29e-07,3390795655400.691,455489.50544509076,XEN-USDT,-1.5267
2024-11-18,1.29e-07,1.48e-07,1.27e-07,1.39e-07,3382803365585.8755,452069.80090130545,XEN-USDT,7.7519
2024-11-19,1.39e-07,1.44e-07,1.25e-07,1.28e-07,3113279280749.7603,422678.16927379,XEN-USDT,-7.9137
2024-11-20,1.28e-07,1.31e-07,1.11e-07,1.17e-07,2823973914225.4004,336172.816690137,XEN-USDT,-8.5938
2024-11-21,1.17e-07,1.3e-07,1.13e-07,1.24e-07,4320688794481.0283,523748.7089666959,XEN-USDT,5.9829
2024-11-22,1.24e-07,1.36e-07,1.16e-07,1.18e-07,9094615349023.178,1138619.6566033235,XEN-USDT,-4.8387
2024-11-23,1.19e-07,1.31e-07,1.15e-07,1.23e-07,5890476620714.114,708264.5154744682,XEN-USDT,4.2373
2024-11-24,1.23e-07,1.23e-07,1.1e-07,1.1e-07,3517227745359.034,409185.70154315396,XEN-USDT,-10.5691
2024-11-25,1.1e-07,1.29e-07,1.1e-07,1.22e-07,3814686475433.712,462825.79269610345,XEN-USDT,10.9091
2024-11-26,1.22e-07,1.28e-07,1.06e-07,1.12e-07,4976255797743.631,608891.5702820558,XEN-USDT,-8.1967
2024-11-27,1.12e-07,1.25e-07,1.12e-07,1.15e-07,3636966166941.122,428769.96394177165,XEN-USDT,2.6786
2024-11-28,1.15e-07,1.23e-07,1.12e-07,1.16e-07,2824478810209.814,334176.9127329758,XEN-USDT,0.8696
2024-11-29,1.15e-07,1.21e-07,1.04e-07,1.17e-07,1265780907270.7698,139673.52396075637,XEN-USDT,0.8621
2024-11-30,1.17e-07,1.23e-07,1.13e-07,1.13e-07,3571010076995.5386,418088.2177463656,XEN-USDT,-3.4188
2024-12-01,1.13e-07,1.22e-07,1.1e-07,1.16e-07,1237527594143.077,140468.49822374122,XEN-USDT,2.6549
2024-12-02,1.16e-07,1.2e-07,1.11e-07,1.15e-07,1525448995394.84,175356.16812157858,XEN-USDT,-0.8621
2024-12-03,1.15e-07,1.8e-07,1.14e-07,1.61e-07,7616275653429.74,1040694.4076214622,XEN-USDT,40.0
2024-12-04,1.6e-07,2.24e-07,1.56e-07,2e-07,8585041896332.993,1559095.2451785177,XEN-USDT,24.2236
2024-12-05,2e-07,2.32e-07,1.84e-07,1.97e-07,5922769250926.925,1218499.7564713897,XEN-USDT,-1.5
2024-12-06,1.97e-07,2.89e-07,1.8e-07,2.84e-07,8744379538246.18,1786104.1387942864,XEN-USDT,44.1624
2024-12-07,2.83e-07,3.99e-07,2.65e-07,2.94e-07,5285988472555.491,1643567.9836791062,XEN-USDT,3.5211
2024-12-08,2.94e-07,3.47e-07,2.79e-07,3.42e-07,3563284781923.1104,1072301.4370346628,XEN-USDT,16.3265
2024-12-09,3.42e-07,3.6e-07,2.85e-07,2.92e-07,3348360501679.31,1028924.4170952865,XEN-USDT,-14.6199
2024-12-10,2.92e-07,3.07e-07,2.41e-07,2.47e-07,6181586211660.364,1652675.6297933343,XEN-USDT,-15.411
2024-12-11,2.46e-07,2.94e-07,2.24e-07,2.86e-07,5423319456574.829,1362823.4053249788,XEN-USDT,15.7895
2024-12-12,2.86e-07,3.19e-07,2.75e-07,2.93e-07,4343076677845.6597,1289083.881271779,XEN-USDT,2.4476
2024-12-13,2.93e-07,3.05e-07,2.49e-07,2.58e-07,4743423423010.207,1285856.3562812936,XEN-USDT,-11.9454
2024-12-14,2.59e-07,2.74e-07,2.25e-07,2.36e-07,3409603782327.68,847409.9681351543,XEN-USDT,-8.5271
2024-12-15,2.36e-07,2.46e-07,2.14e-07,2.32e-07,3266165219928.253,746083.8862269144,XEN-USDT,-1.6949
2024-12-16,2.32e-07,2.79e-07,2.31e-07,2.54e-07,4293253293206.2876,1072451.8945856385,XEN-USDT,9.4828
2024-12-17,2.54e-07,2.84e-07,2.43e-07,2.5e-07,4070259984220.1587,1052010.693944782,XEN-USDT,-1.5748
2024-12-18,2.5e-07,2.67e-07,2.23e-07,2.39e-07,4268618499466.822,1034036.4783658861,XEN-USDT,-4.4
2024-12-19,2.39e-07,2.39e-07,1.89e-07,2.03e-07,6249306158740.627,1326385.7290234969,XEN-USDT,-15.0628
2024-12-20,2.03e-07,2.2e-07,1.57e-07,1.87e-07,8859258179865.36,1673917.037424852,XEN-USDT,-7.8818
2024-12-21,1.89e-07,2.17e-07,1.83e-07,1.98e-07,7450819192234.337,1445975.752042924,XEN-USDT,5.8824
2024-12-22,1.99e-07,2.99e-07,1.73e-07,1.8e-07,4515343194172.082,821287.8542274229,XEN-USDT,-9.0909
2024-12-23,1.8e-07,1.87e-07,1.54e-07,1.57e-07,4604919522701.992,789895.7851352257,XEN-USDT,-12.7778
2024-12-24,1.57e-07,1.85e-07,1.53e-07,1.66e-07,5273258753249.367,856210.2575462414,XEN-USDT,5.7325
2024-12-25,1.66e-07,1.73e-07,1.43e-07,1.53e-07,4272516184370.0195,668549.9012848829,XEN-USDT,-7.8313
2024-12-26,1.53e-07,1.55e-07,1.24e-07,1.35e-07,3596869149851.7744,502632.9313533537,XEN-USDT,-11.7647
2024-12-27,1.35e-07,1.52e-07,1.28e-07,1.36e-07,5232526689137.141,715225.3555120452,XEN-USDT,0.7407
2024-12-28,1.36e-07,1.38e-07,1.27e-07,1.34e-07,3888349716855.992,513720.7591089626,XEN-USDT,-1.4706
2024-12-29,1.35e-07,1.42e-07,1.29e-07,1.4e-07,2200478301782.9795,293684.7880236425,XEN-USDT,4.4776
2024-12-30,1.4e-07,1.65e-07,1.32e-07,1.58e-07,3725473536928.616,525182.944123773,XEN-USDT,12.8571
2024-12-31,1.58e-07,1.8e-07,1.47e-07,1.7e-07,4101721517939.6562,644236.6209998992,XEN-USDT,7.5949
2025-01-01,1.7e-07,1.71e-07,1.53e-07,1.68e-07,2835500116085.07,455031.87635341106,XEN-USDT,-1.1765
2025-01-02,1.68e-07,1.76e-07,1.61e-07,1.68e-07,2223566406683.9014,375998.64073523734,XEN-USDT,0.0
2025-01-03,1.68e-07,1.71e-07,1.5e-07,1.63e-07,2182877929819.6853,357875.98292036634,XEN-USDT,-2.9762
2025-01-04,1.63e-07,1.71e-07,1.58e-07,1.62e-07,960297071915.029,156917.72638145857,XEN-USDT,-0.6135
2025-01-05,1.63e-07,1.67e-07,1.47e-07,1.5e-07,463538329274.16675,72660.18386264342,XEN-USDT,-7.4074
2025-01-06,1.5e-07,1.61e-07,1.46e-07,1.5e-07,1081704588069.2026,165862.16255673653,XEN-USDT,0.0
2025-01-07,1.51e-07,1.55e-07,1.43e-07,1.45e-07,1071208414396.8376,159711.2620613508,XEN-USDT,-3.3333
2025-01-08,1.44e-07,1.45e-07,1.25e-07,1.29e-07,2655702689887.0684,345569.9615657939,XEN-USDT,-11.0345
2025-01-09,1.29e-07,1.3e-07,1.22e-07,1.26e-07,2273889126046.791,286280.7143334791,XEN-USDT,-2.3256
2025-01-10,1.26e-07,1.34e-07,1.19e-07,1.23e-07,1747356472939.8167,222824.17686416474,XEN-USDT,-2.381
2025-01-11,1.22e-07,1.28e-07,1.15e-07,1.21e-07,1667569215856.09,203793.7738120033,XEN-USDT,-1.626
2025-01-12,1.21e-07,1.24e-07,1.18e-07,1.2e-07,834099441625.65,100068.90641862688,XEN-USDT,-0.8264
2025-01-13,1.2e-07,1.22e-07,1e-07,1.07e-07,1714216500167.5815,189899.17208238275,XEN-USDT,-10.8333
2025-01-14,1.08e-07,1.24e-07,1.07e-07,1.22e-07,2584983590846.193,298918.33037957764,XEN-USDT,14.0187
2025-01-15,1.22e-07,1.31e-07,1.15e-07,1.31e-07,2214644537900.044,269336.4034798743,XEN-USDT,7.377
2025-01-16,1.31e-07,1.36e-07,1.24e-07,1.27e-07,2708660720974.2207,353353.5183753186,XEN-USDT,-3.0534
2025-01-17,1.27e-07,1.35e-07,1.24e-07,1.3e-07,2667260485215.0933,340481.692550679,XEN-USDT,2.3622
2025-01-18,1.3e-07,1.36e-07,1.1e-07,1.14e-07,3083119649598.2344,390487.46543658513,XEN-USDT,-12.3077
2025-01-19,1.14e-07,1.19e-07,8.8e-08,1.12e-07,2679470929440.401,289950.67623548955,XEN-USDT,-1.7544
2025-01-20,1.13e-07,1.3e-07,9.2e-08,9.9e-08,4190705912436.452,438316.18448282685,XEN-USDT,-11.6071
2025-01-21,1e-07,1.8e-07,9.5e-08,9.9e-08,2838404343231.119,293206.48705130175,XEN-USDT,0.0
2025-01-22,9.9e-08,1.21e-07,9.9e-08,1.17e-07,2556241746866.8467,282643.6998368585,XEN-USDT,18.1818
2025-01-23,1.17e-07,1.65e-07,1.14e-07,1.37e-07,4763679720124.614,636265.4125556125,XEN-USDT,17.094
2025-01-24,1.36e-07,1.55e-07,1.27e-07,1.48e-07,4717377418214.857,664221.1096824235,XEN-USDT,8.0292
2025-01-25,1.49e-07,1.71e-07,1.36e-07,1.4e-07,3373539456089.0356,492364.8219232522,XEN-USDT,-5.4054
2025-01-26,1.4e-07,1.5e-07,1.36e-07,1.48e-07,5020807511114.586,702630.9185827356,XEN-USDT,5.7143
2025-01-27,1.48e-07,1.8e-07,1.35e-07,1.53e-07,5876586304512.953,890935.850158875,XEN-USDT,3.3784
2025-01-28,1.53e-07,1.61e-07,1.41e-07,1.47e-07,6940520999433.609,1047025.73570929,XEN-USDT,-3.9216
2025-01-29,1.47e-07,1.47e-07,1.32e-07,1.38e-07,5394292719238.895,743869.3399403484,XEN-USDT,-6.1224
2025-01-30,1.38e-07,1.88e-07,1.36e-07,1.8e-07,4168353300529.6523,634619.2062640757,XEN-USDT,30.4348
2025-01-31,1.8e-07,1.9e-07,1.55e-07,1.75e-07,5641078407310.364,933979.3187825268,XEN-USDT,-2.7778
2025-02-01,1.75e-07,1.91e-07,1.65e-07,1.68e-07,6102785636633.625,1071065.7008568482,XEN-USDT,-4.0
2025-02-02,1.68e-07,1.72e-07,1.5e-07,1.56e-07,5505174324873.769,865444.3374472031,XEN-USDT,-7.1429
2025-02-03,1.56e-07,1.73e-07,1.07e-07,1.35e-07,6354948845722.311,850604.9421402467,XEN-USDT,-13.4615
2025-02-04,1.36e-07,1.53e-07,1.3e-07,1.41e-07,3885463698062.422,552946.6044831597,XEN-USDT,4.4444
2025-02-05,1.42e-07,1.46e-07,1.34e-07,1.35e-07,2983265883388.797,417875.0346499106,XEN-USDT,-4.2553
2025-02-06,1.35e-07,1.38e-07,1.26e-07,1.26e-07,2250217600699.7,293126.45394952287,XEN-USDT,-6.6667
2025-02-07,1.26e-07,1.28e-07,1.19e-07,1.21e-07,2967565246505.6543,364415.23161905067,XEN-USDT,-3.9683
2025-02-08,1.21e-07,1.21e-07,1.12e-07,1.17e-07,1982439046102.039,230915.63077126746,XEN-USDT,-3.3058
2025-02-09,1.17e-07,1.25e-07,1.15e-07,1.18e-07,1405956030708.697,167799.99140250628,XEN-USDT,0.8547
2025-02-10,1.19e-07,1.2e-07,1.05e-07,1.14e-07,1980605781211.8042,223810.4355955064,XEN-USDT,-3.3898
2025-02-11,1.14e-07,1.68e-07,1.13e-07,1.43e-07,2236828692131.024,281850.1576177243,XEN-USDT,25.4386
2025-02-12,1.42e-07,1.48e-07,1.26e-07,1.31e-07,4158846947828.1353,553709.7291323345,XEN-USDT,-8.3916
2025-02-13,1.31e-07,1.42e-07,1.3e-07,1.3e-07,3768161730434.951,512937.7296149864,XEN-USDT,-0.7634
2025-02-14,1.3e-07,1.36e-07,1.26e-07,1.31e-07,1904231444313.3699,248276.0516220691,XEN-USDT,0.7692
2025-02-15,1.31e-07,1.41e-07,1.3e-07,1.34e-07,2162221115560.4832,288737.0073207353,XEN-USDT,2.2901
2025-02-16,1.34e-07,1.34e-07,1.22e-07,1.24e-07,2773425801264.233,350199.8454674191,XEN-USDT,-7.4627
2025-02-17,1.24e-07,1.29e-07,1.19e-07,1.25e-07,1660798140296.224,202674.72027872904,XEN-USDT,0.8065
2025-02-18,1.24e-07,1.33e-07,1.18e-07,1.25e-07,1191519854356.5015,149498.07949478185,XEN-USDT,0.0
2025-02-19,1.25e-07,1.46e-07,1.19e-07,1.32e-07,2700650235387.7783,352479.923780148,XEN-USDT,5.6
2025-02-20,1.31e-07,1.4e-07,1.3e-07,1.31e-07,2545429026156.38,343052.49961996626,XEN-USDT,-0.7576
2025-02-21,1.31e-07,1.41e-07,1.28e-07,1.28e-07,3999117024663.311,523039.59549668716,XEN-USDT,-2.2901
2025-02-22,1.28e-07,1.33e-07,1.18e-07,1.28e-07,4801543785555.974,615939.4283781548,XEN-USDT,0.0
2025-02-23,1.28e-07,1.37e-07,1.26e-07,1.34e-07,2433623433699.852,318210.669930258,XEN-USDT,4.6875
2025-02-24,1.34e-07,1.34e-07,1.18e-07,1.19e-07,3574428666371.9385,453020.1997553768,XEN-USDT,-11.194
2025-02-25,1.19e-07,1.21e-07,1.05e-07,1.11e-07,3336625245068.188,380681.0659596458,XEN-USDT,-6.7227
2025-02-26,1.11e-07,1.19e-07,1.02e-07,1.1e-07,3801178925167.372,423936.8532673219,XEN-USDT,-0.9009
2025-02-27,1.09e-07,1.1e-07,9.8e-08,1e-07,2234015223364.8125,228171.99800144744,XEN-USDT,-9.0909
2025-02-28,1e-07,1.01e-07,8.8e-08,9.8e-08,3115333700976.957,291146.35441981815,XEN-USDT,-2.0
2025-03-01,9.8e-08,1.05e-07,9.6e-08,9.9e-08,2335306362591.62,233007.25647992943,XEN-USDT,1.0204
2025-03-02,9.9e-08,1.05e-07,9.8e-08,1.02e-07,1347319825946.1304,136994.7679132245,XEN-USDT,3.0303
2025-03-03,1.02e-07,1.15e-07,8.6e-08,9.1e-08,3745052683343.6367,361505.4107814126,XEN-USDT,-10.7843
2025-03-04,9.1e-08,9.2e-08,8.3e-08,8.8e-08,4441506537754.124,385352.6089961171,XEN-USDT,-3.2967
2025-03-05,8.8e-08,9.7e-08,8.6e-08,9.5e-08,2830283989808.8296,263695.49844848906,XEN-USDT,7.9545
2025-03-06,9.5e-08,1.02e-07,9.2e-08,9.9e-08,2810236479099.547,272861.7680356596,XEN-USDT,4.2105
2025-03-07,9.9e-08,9.9e-08,8.5e-08,9.3e-08,2249275005623.4307,206195.6486937494,XEN-USDT,-6.0606
2025-03-08,9.2e-08,9.3e-08,8.4e-08,9e-08,3781267741393.519,330737.43465240573,XEN-USDT,-3.2258
2025-03-09,8.9e-08,9.1e-08,8.2e-08,8.2e-08,1438796683396.3208,125053.98079818953,XEN-USDT,-8.8889
2025-03-10,8.3e-08,8.3e-08,7.5e-08,7.7e-08,2302119787699.79,183659.12167427133,XEN-USDT,-6.0976
